"Date","Price","Open","High","Low","Vol.","Change %"
"07/28/2024","3,686.0","3,614.0","3,770.0","3,588.0","167.67K","2.22%"
"07/21/2024","3,606.0","3,618.0","3,660.0","3,563.0","112.40K","-0.39%"
"07/14/2024","3,620.0","3,604.0","3,711.0","3,602.0","85.01K","0.33%"
"07/07/2024","3,608.0","3,613.0","3,647.0","3,575.0","123.99K","-0.41%"
"06/30/2024","3,623.0","3,567.0","3,623.0","3,563.0","92.46K","1.12%"
"06/23/2024","3,583.0","3,572.0","3,612.0","3,532.0","110.32K","-0.01%"
"06/16/2024","3,583.5","3,558.0","3,646.0","3,537.0","182.79K","0.38%"
"06/09/2024","3,570.0","3,510.0","3,600.0","3,503.0","130.43K","1.19%"
"06/02/2024","3,528.0","3,548.0","3,665.0","3,500.0","163.31K","-0.98%"
"05/26/2024","3,563.0","3,569.0","3,611.0","3,558.0","85.30K","0.11%"
"05/19/2024","3,559.0","3,734.0","3,747.0","3,559.0","143.51K","-3.41%"
"05/12/2024","3,684.5","3,648.0","3,704.0","3,614.0","101.18K","0.27%"
"05/05/2024","3,674.5","3,597.0","3,691.0","3,582.9","157.95K","3.39%"
"04/28/2024","3,554.0","3,621.0","3,637.0","3,529.0","192.93K","-2.47%"
"04/21/2024","3,644.0","3,701.0","3,722.0","3,612.0","107.89K","-2.83%"
"04/14/2024","3,750.0","3,673.0","3,752.0","3,635.0","234.72K","0.37%"
"04/07/2024","3,736.0","3,596.0","3,800.0","3,569.0","844.00K","4.27%"
"03/31/2024","3,583.0","3,494.0","3,583.0","3,484.0","205.32K","4.89%"
"03/24/2024","3,416.0","3,344.0","3,416.0","3,340.0","98.65K","2.15%"
"03/17/2024","3,344.0","3,284.0","3,372.0","3,282.0","199.63K","1.21%"
"03/10/2024","3,304.0","3,304.0","3,322.0","3,282.0","145.82K","0.27%"
"03/03/2024","3,295.0","3,202.0","3,300.0","3,194.2","159.52K","3.18%"
"02/25/2024","3,193.5","3,124.0","3,194.0","3,107.0","150.39K","2.32%"
"02/18/2024","3,121.0","3,114.0","3,132.0","3,098.0","160.53K","0.61%"
"02/11/2024","3,102.0","3,116.0","3,125.0","3,075.0","123.55K","-0.40%"
"02/04/2024","3,114.5","3,127.0","3,150.0","3,111.0","164.62K","-0.56%"
"01/28/2024","3,132.0","3,108.0","3,156.0","3,103.0","99.07K","1.49%"
"01/21/2024","3,086.0","3,095.0","3,113.0","3,074.0","90.65K","-0.80%"
"01/14/2024","3,111.0","3,135.0","3,147.0","3,081.0","92.28K","-0.64%"
"01/07/2024","3,131.0","3,111.0","3,141.0","3,083.0","98.50K","-0.10%"
"12/31/2023","3,134.0","3,173.0","3,190.0","3,109.0","128.37K","-0.70%"
"12/24/2023","3,156.0","3,175.0","3,175.0","3,153.0","106.91K","0.03%"
"12/17/2023","3,155.0","3,102.0","3,155.0","3,099.0","164.95K","1.12%"
"12/10/2023","3,120.0","3,092.0","3,142.0","3,069.0","125.95K","0.29%"
"12/03/2023","3,111.0","3,173.0","3,188.0","3,102.0","188.68K","-1.43%"
"11/26/2023","3,156.0","3,103.0","3,164.0","3,099.0","150.57K","2.24%"
"11/19/2023","3,087.0","3,088.0","3,118.0","3,067.0","51.64K","-0.55%"
"11/12/2023","3,104.0","3,085.0","3,127.0","3,062.0","89.42K","0.39%"
"11/05/2023","3,092.0","3,119.0","3,125.0","3,079.0","87.81K","-1.25%"
"10/29/2023","3,131.0","3,207.0","3,214.0","3,129.0","142.06K","-1.35%"
"10/22/2023","3,174.0","3,163.0","3,210.0","3,116.0","105.74K","-0.56%"
"10/15/2023","3,192.0","3,055.0","3,199.0","3,053.0","111.74K","3.54%"
"10/08/2023","3,083.0","2,955.0","3,083.0","2,936.0","195.19K","5.91%"
"10/01/2023","2,911.0","2,941.0","2,949.0","2,898.0","115.30K","-1.61%"
"09/24/2023","2,958.5","3,058.0","3,070.0","2,960.0","77.35K","-3.38%"
"09/17/2023","3,062.0","3,029.0","3,064.0","3,022.0","77.06K","1.22%"
"09/10/2023","3,025.0","2,996.0","3,029.0","2,971.0","59.94K","0.97%"
"09/03/2023","2,996.0","3,002.0","3,010.0","2,980.0","34.74K","0.13%"
"08/27/2023","2,992.0","2,967.0","2,994.0","2,965.0","103.34K","1.29%"
"08/20/2023","2,954.0","2,890.0","2,964.0","2,884.0","34.50K","2.11%"
"08/13/2023","2,893.0","2,938.0","2,939.0","2,890.0","23.77K","-1.50%"
"08/06/2023","2,937.0","2,963.0","2,965.0","2,925.0","103.02K","-0.71%"
"07/30/2023","2,958.0","2,958.0","2,985.0","2,957.0","89.62K","-0.45%"
"07/23/2023","2,971.5","2,968.0","2,990.0","2,945.0","33.73K","0.02%"
"07/16/2023","2,971.0","2,906.0","2,993.0","2,900.0","245.66K","2.20%"
"07/09/2023","2,907.0","2,925.0","2,936.0","2,900.0","64.47K","-0.78%"
"07/02/2023","2,930.0","2,941.0","2,961.0","2,908.0","57.65K","-0.27%"
"06/25/2023","2,938.0","2,943.0","2,963.0","2,920.0","74.62K","-0.20%"
"06/18/2023","2,944.0","2,966.0","2,983.0","2,924.0","267.71K","-1.14%"
"06/11/2023","2,978.0","3,033.0","3,045.0","2,966.0","96.39K","-1.91%"
"06/04/2023","3,036.0","3,049.0","3,088.0","3,030.0","74.43K","-0.95%"
"05/28/2023","3,065.0","3,056.0","3,102.0","3,052.0","56.06K","-0.10%"
"05/21/2023","3,068.0","3,096.0","3,115.0","3,059.0","58.99K","-0.58%"
"05/14/2023","3,086.0","3,148.0","3,151.0","3,065.0","94.44K","-1.81%"
"05/07/2023","3,143.0","3,120.0","3,153.0","3,114.0","253.81K","1.35%"
"04/30/2023","3,101.0","3,093.0","3,186.0","3,087.0","570.78K","0.58%"
"04/23/2023","3,083.0","3,104.0","3,130.0","3,080.0","70.14K","-0.61%"
"04/16/2023","3,102.0","3,152.0","3,166.0","3,092.0","154.77K","-0.99%"
"04/09/2023","3,133.0","3,137.0","3,182.0","3,127.0","89.12K","-0.48%"
"04/02/2023","3,148.0","3,097.0","3,169.0","3,085.0","150.98K","1.09%"
"03/26/2023","3,114.0","3,134.0","3,138.0","3,085.0","114.63K","-1.55%"
"03/19/2023","3,163.0","3,195.0","3,209.0","3,077.0","79.13K","0.96%"
"03/12/2023","3,133.0","3,017.0","3,148.0","3,017.0","329.52K","4.52%"
"03/05/2023","2,997.5","3,002.0","3,006.0","2,975.0","77.23K","-0.08%"
"02/26/2023","3,000.0","2,951.0","3,001.0","2,905.0","45.79K","1.49%"
"02/19/2023","2,956.0","2,970.0","2,990.0","2,945.0","70.86K","-0.87%"
"02/12/2023","2,982.0","3,009.0","3,011.0","2,950.0","104.35K","-0.63%"
"02/05/2023","3,001.0","3,033.0","3,048.0","2,992.0","137.97K","-0.17%"
"01/29/2023","3,006.0","3,029.0","3,100.0","3,005.0","100.75K","-1.02%"
"01/22/2023","3,037.0","3,014.0","3,068.0","3,013.0","48.57K","0.26%"
"01/15/2023","3,029.0","3,053.0","3,060.0","3,007.0","71.99K","-0.79%"
